idx,algo,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword,keyword
1188,label,computer games,computer literacy,dp industry,gender issues,personnel,,,,,,,,,,,,,,,
1189,multipartiterank,surfaces,generic simulation approach,arbitrary cutting edge design,part,methodology,local surface topology,complex,paper,nurbs curve,instantaneous tool,segments,edge,previous tool paths,part interaction,advantages,orientation,generic way,machining,location,new methodology
1189,label,digital simulation,machining,path planning,production engineering computing,,,,,,,,,,,,,,,,
1190,multipartiterank,appropriate tyre,vehicle dynamics,modelling,standard,user,limit situations,practical relevant applicability,data,mbs,friendly,special attention,input,heavy truck,incomplete,tyre forces,missing,torques,vehicle dynamic simulation,effective forces,experimental tyre
1190,label,digital simulation,dynamics,force,road vehicles,torque,,,,,,,,,,,,,,,
1191,multipartiterank,financial planning services,portfolios cpa providers,clients,unified view,investments,account aggregation,,,,,,,,,,,,,,
1191,label,accounting,investment,,,,,,,,,,,,,,,,,,
1192,multipartiterank,stability,wheelchair,3d computer model,product development,model,road curb,effect,heading,design alterations,indeterminate system,rocket tm,accuracy,static stability angles,improvements,dimensional,innovative design features,dependent,weight distribution,configuration,maximum height
1192,label,digital simulation,handicapped aids,mechanical stability,medical computing,,,,,,,,,,,,,,,,
1193,multipartiterank,best circulant preconditioners,hermitian toeplitz systems,nonnegative continuous functions,multiple,case,functions,circulant,conjugate gradient method,even order,type preconditioners,anal,vol,outliers,number,explicit knowledge,circulant preconditioners,multiple zeros,spectra,matrices,eigenvalues
1193,label,computational complexity,conjugate gradient methods,eigenvalues and eigenfunctions,hermitian matrices,toeplitz matrices,,,,,,,,,,,,,,,
1194,multipartiterank,crew,planning stage,duty timetable,total number,integrated optimization model,train crew management,input data,drivers,number,rail transport organization,depot,development,roster planning horizon,interested,operating stage,literature,paper,certain period,crew scheduling,train timetable
1194,label,human resource management,integer programming,operations research,railways,scheduling,,,,,,,,,,,,,,,
1195,multipartiterank,disaster planning,recovery,september,road,corporations,innocence,business necessity,,,,,,,,,,,,,
1195,label,disasters,planning,system recovery,,,,,,,,,,,,,,,,,
1196,multipartiterank,integration,creative levels,innovation,current advancements,lims,exception,rapid,popular,software manufacturers,case,initiatives,biotechnology,much,developers,blessings,seat,inspiration,application areas,form,activity
1196,label,biology computing,biotechnology,chemistry computing,laboratory techniques,software packages,,,,,,,,,,,,,,,
1197,multipartiterank,telemedicine,evidence,efficacy,management decisions,diagnostic,face,quality,articles,systematic review,direction,cinahl,embase,healthstar databases,certain areas,application,office,general medical history,cardiology,psychiatry,classes
1197,label,information analysis,information services,medical computing,reviews,telemedicine,,,,,,,,,,,,,,,
1198,multipartiterank,tracking controllers,bandwidth,current,sub infinity,gains design,fed induction motors,controllers,unknown load torque disturbances,systematic procedure,rotor flux norm,speed,new effective design tool,rejection capability,numerical simulations,selection,disturbances,face,results,loop system,satisfactory performance achievable
1198,label,closed loop systems,control system synthesis,h/sup infinity / control,induction motors,machine control,observers,velocity control,,,,,,,,,,,,,
1199,multipartiterank,gaussian wavelet networks,robotic systems,adaptive tracking controller design,accurate approximation capability,translation,unknown dynamics,dilation,finite number,adaptive learning algorithm,parameters,control approach,effectiveness,gaussian wavelet functions,inevitable approximation errors,robust control law,wavelet basis functions,lyapunov theory,comparative simulations,stability,loop robotic system
1199,label,adaptive control,closed loop systems,control system synthesis,lyapunov methods,manipulator dynamics,neurocontrollers,robust control,tracking,,,,,,,,,,,,
1200,multipartiterank,embedded linux,law,popularity,cost savings,many,developers,real,alternative,traditional rtos,proprietary parts,legal implications,paper,linux,time linux variant,firmware,,,,,
1200,label,embedded systems,firmware,industrial property,operating systems (computers),public domain software,real-time systems,,,,,,,,,,,,,,
1201,multipartiterank,linear,parameter,control,turbofan engine,pdqlf,time,performance,sqlf,dependent systems,functions,pdqlf controllers,application,lpv,design,sub infinity,lpv model,robustness,control problem,nonlinear simulations,real
1201,label,aerospace control,aerospace engines,closed loop systems,control system synthesis,h/sup infinity / control,lyapunov methods,nonlinear control systems,robust control,state-space methods,time-varying systems,,,,,,,,,,
1202,multipartiterank,landau model,ginzburg,wave superconductors,finite element approximations,parameter,order,multilevel linearization,convergence,scalar complex,type model,conventional ginzburg,landau,optimal error estimates,contrast,symmetry,paper,multicomponent complex order,free energy,wave,derivatives
1202,label,approximation theory,digital simulation,error analysis,finite element analysis,free energy,physics computing,superconductivity,,,,,,,,,,,,,
1203,multipartiterank,dynamic method,linear least squares problems,new method,full rank,liapunov,stability,theory,dynamic system,weighted linear least squares problem,solution,interested,numerical tests,comparative,method,current conventional techniques,former,stable numerical method,normal equations,,
1203,label,eigenvalues and eigenfunctions,least squares approximations,lyapunov methods,,,,,,,,,,,,,,,,,
1204,multipartiterank,product mix,flexibility product,value,impact,flexibility,products,demand variability,mix issues,right level,number,option,low changeover costs,capacity constraints,correlation,relative demand distribution,pricing theory,major types,various product,variants,market requirements
1204,label,budgeting,flexible manufacturing systems,management science,,,,,,,,,,,,,,,,,
1205,multipartiterank,participants,glare,performance,low,significant drop,discomfort glare,pedestrians,results,relation,present study,old,beam light source,boer rating scale,behavior,instrumented vehicle,actual traffic,night,effects,young,urban
1205,label,human factors,road vehicles,visual perception,,,,,,,,,,,,,,,,,
1206,multipartiterank,comments,simultaneous determination,polynomial zeros,recent methods,sun,kosmol,note,trickovic,papers petkovic,fourth,order,circular interval arithmetic,recent results,simultaneous method,complex zeros,herceg,critical parts,rediscovered iterative formula,main discussion,modification
1206,label,iterative methods,poles and zeros,polynomials,,,,,,,,,,,,,,,,,
1207,multipartiterank,b2b business processes,conceptual modeling,specification generation,ebxml,uml version,independent organizations,business processes,compliant diagrams,xml version,uml,paper,order,dynamic setup,standalone representations,important,formal standard schema,bpss,organized,major challenge,available
1207,label,electronic commerce,formal specification,hypermedia markup languages,specification languages,,,,,,,,,,,,,,,,
1208,multipartiterank,class fields,dihedral congruence primes,form epsilon,sub,expressions,primes,or-1,real quadratic fields,ray,hida,epsilon,sup,work,results,family,quadratic nebentypus,respect,positive fundamental unit,cusp forms,torsion points
1208,label,number theory,,,,,,,,,,,,,,,,,,,
1209,multipartiterank,road,retail inventory management,perpetual progress,ruin,years,riches,last,annual revenues,retailer,control,fast track,dollar general,new stores,inventory management,,,,,,
1209,label,retailing,stock control,,,,,,,,,,,,,,,,,,
1210,multipartiterank,distance education,alternative delivery mechanisms technology,technology,global perspective,positive impact,institutions,delivery mechanisms,approach,university level,students,alternative modes,education,way,impact,classroom,description,article,framework,innovative use,perspective
1210,label,distance learning,educational technology,,,,,,,,,,,,,,,,,,
1211,multipartiterank,mobile technology,healthcare enterprise,devices,mobile solution,cord,personal digital assistants,utility,professionals,convenience,large,today,allure,pdas,small,types,information,cell phones,wireless applications,undeniable,security
